split_parent_id,scaffold_smiles,scaffold_id,is_acyclic,acyclic_cluster_id,scaffold_split_group_id
par_4683152e3e559c0a23bf,,,True,acy_8ce74cf8386007e25185,acy_8ce74cf8386007e25185
par_4684c00e6996c6539f6a,,,True,acy_1825afeea7961a0ea912,acy_1825afeea7961a0ea912
par_468b868f7c9b26b68c74,O=C(Nc1ccccc1)c1ccccc1,scf_46dbe06a66c3ecbfaeeb,False,,scf_46dbe06a66c3ecbfaeeb
par_4697d5e8733ce5d5aaf9,,,True,acy_86cbf91d278401a10f08,acy_86cbf91d278401a10f08
par_46dd9cd64c12d9b5b590,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_46edc81280b6513eaf5e,O=C1C=C2CC[C@@H]3[C@H](CCC4[C@H]3CC[C@@]43CCC(=O)O3)C2CC1,scf_8bfbb47fb723a05ca94d,False,,scf_8bfbb47fb723a05ca94d
par_46f5ae08af7f215aaf22,,,True,acy_4a859606e0321ed0c65f,acy_4a859606e0321ed0c65f
par_4702a4f21e6363dcc3b6,,,True,acy_2693762a9abfd38fa94b,acy_2693762a9abfd38fa94b
par_4724ac6c5b8450755bf5,,,True,acy_175820fef69415a8203a,acy_175820fef69415a8203a
par_473124fd624b4552df43,c1ccccc1.c1ncncn1.c1ncncn1,scf_d2fdd6a50db82a95f558,False,,scf_d2fdd6a50db82a95f558
par_474405248012a0ce9aa1,c1ccc(Cc2cncnc2)cc1,scf_544062c57432389a62d0,False,,scf_544062c57432389a62d0
par_4757379298e1595c3942,,,True,acy_437a272dda46a87ca231,acy_437a272dda46a87ca231
par_4770f6e9e0f2e052dfe7,,,True,acy_6d94f1a7bf864154ab07,acy_6d94f1a7bf864154ab07
par_477295b5e8203a3bd7aa,c1ccc(Cc2ccccc2)cc1,scf_05784e2ddd36e41751a8,False,,scf_05784e2ddd36e41751a8
par_4773bd292980f6ced9ae,,,True,acy_cfcc0afd0ba8d56cc2d9,acy_cfcc0afd0ba8d56cc2d9
par_47781889d6a8742caece,,,True,acy_2a5b2e75b4d5a842651f,acy_2a5b2e75b4d5a842651f
par_477a991370ddfc4b0ab0,,,True,acy_4dda0495913e01148535,acy_4dda0495913e01148535
par_477be6fd2b8507127b1f,,,True,acy_02d3c252cb9b05c81215,acy_02d3c252cb9b05c81215
par_4786528059416392dc45,O=C(Nc1ncccn1)NS(=O)(=O)c1ccccn1,scf_45c8de348487f71d78be,False,,scf_45c8de348487f71d78be
par_478b369bf7b12877abba,c1nncs1,scf_145a421a86da5c3518e8,False,,scf_145a421a86da5c3518e8
par_478d91cccc66af5ecd4f,C1CCNCC1,scf_daa04a326d407f1003f7,False,,scf_daa04a326d407f1003f7
par_478ff1ac18229974fb29,,,True,acy_9004166fd9ac9f7e4cb5,acy_9004166fd9ac9f7e4cb5
par_47a3e84d3a9c6ac30f84,,,True,acy_18bd3d4a3b33ea4a08ac,acy_18bd3d4a3b33ea4a08ac
par_47bd93e50e8c0a21d4be,,,True,acy_465d7c426c437bb17370,acy_465d7c426c437bb17370
par_47d8aada96ab658f72a2,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_47de0fb8df0786066a41,,,True,acy_f2097066b862c21a1d5a,acy_f2097066b862c21a1d5a
par_47f55845951d68f98197,,,True,acy_8d9d4c2abe615dca3648,acy_8d9d4c2abe615dca3648
par_47f58413a15221a52788,c1ccc(Oc2ccccc2)cc1,scf_9affd80d02f471acfe8b,False,,scf_9affd80d02f471acfe8b
par_47fbdab1876ab7b59201,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_48017807e0fb4f0d3a3e,,,True,acy_50259dcf51b42ff6096c,acy_50259dcf51b42ff6096c
par_48022b29c1cd04f7721c,,,True,acy_1a76bba637034a973ece,acy_1a76bba637034a973ece
par_4803c0f3b9aad24aab1b,C1=CC2CCC1C2,scf_4803c0f3b9aad24aab1b,False,,scf_4803c0f3b9aad24aab1b
par_4810a881052c148872aa,O=C1C=C/C(=N/Nc2cccc(Nc3ncnc(Nc4cccc(Nc5ncncn5)c4)n3)c2)C(=O)N1,scf_aae1d0bfd51cc68cf41e,False,,scf_aae1d0bfd51cc68cf41e
par_4813cdd10388fb45081b,c1ccc(CNc2ccc([C+](c3ccccc3)c3ccc(NCc4ccccc4)cc3)cc2)cc1,scf_27bf039ffc3dce58b4ea,False,,scf_27bf039ffc3dce58b4ea
par_481461e8d26b3cdf3cf3,,,True,acy_7fdd2664d01ab4b30430,acy_7fdd2664d01ab4b30430
par_481a29c96baceb2de366,,,True,acy_ce58f61f64f1c9d0770a,acy_ce58f61f64f1c9d0770a
par_481b889eedc6d7ec8ba9,O=S(=O)(Nc1ccccn1)c1ccccc1,scf_26d22da0b2d513dcdb69,False,,scf_26d22da0b2d513dcdb69
par_48220ac360214204c950,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4826d359d3e001307138,,,True,acy_23be2577bb54f9b2a734,acy_23be2577bb54f9b2a734
par_482aab758a4323cd7d30,C1OO1,scf_0903c0bb26f4358e3b9a,False,,scf_0903c0bb26f4358e3b9a
par_483062bba77e9535a4e2,C1COCCN1,scf_f2e394232156ef1f934e,False,,scf_f2e394232156ef1f934e
par_483e1517a6a1697926ff,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_484e7b22ff6ae069b957,c1ccc(Oc2ccccc2)cc1,scf_9affd80d02f471acfe8b,False,,scf_9affd80d02f471acfe8b
par_485b2e12cf32724f89f5,,,True,acy_9fcbb3fb5c990e1b939d,acy_9fcbb3fb5c990e1b939d
par_4866f47fe52defd4d7f0,,,True,acy_4e30e6a07d8df353fdf9,acy_4e30e6a07d8df353fdf9
par_487239e285c806a8f603,,,True,acy_d731d91393648b1529a1,acy_d731d91393648b1529a1
par_48762ae38224af77c9e4,c1ccncc1,scf_75c7a4b0b41e43900bfb,False,,scf_75c7a4b0b41e43900bfb
par_48782521fdc724329997,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_48795d0088dff40078b2,,,True,acy_6fdf8e0ceb2eb0f9ddbd,acy_6fdf8e0ceb2eb0f9ddbd
par_487ed2dcbfa239f0ffcc,C1CCNC1,scf_487ed2dcbfa239f0ffcc,False,,scf_487ed2dcbfa239f0ffcc
par_4899b944ed0ba034666f,c1c[nH+]c[nH]1,scf_597f278cbf8ad8b80b93,False,,scf_597f278cbf8ad8b80b93
par_48a953988d0b688382d0,O=C1CCC[C@@H](CC[C@H]2CC=CC3=CCCC[C@@H]32)O1,scf_a668ec0ddf62fc2ff50d,False,,scf_a668ec0ddf62fc2ff50d
par_48ab42af003bae4b4588,O=C(OCCCOC(=O)c1ccccc1)c1ccccc1,scf_adc057f184bf3cc76ff4,False,,scf_adc057f184bf3cc76ff4
par_48ab9bc6ba77a600b88f,,,True,acy_e3087f3c25b84668d412,acy_e3087f3c25b84668d412
par_48b04627347d0ef2e4c3,,,True,acy_af2e03293ec3e88f34fd,acy_af2e03293ec3e88f34fd
par_48b28439e9cbbe8a77bb,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_48c5868800ea4caa2bb1,C(=N/N=C/c1ccccc1)N/N=C/c1ccccc1,scf_296677c149cceca4cb08,False,,scf_296677c149cceca4cb08
par_48d865b5a18a0a808a05,O=C1c2ccccc2C(=O)c2ccccc21,scf_f0c6b09cfc7aa95a3893,False,,scf_f0c6b09cfc7aa95a3893
par_48df320b2511fec4edfc,,,True,acy_b6a07d5f51c8ba5ba6e9,acy_b6a07d5f51c8ba5ba6e9
par_48e175e1e3f35207495e,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_48e3c6eb4473ec3dae5f,O=C(OCc1ccccc1)c1ccccc1,scf_10ed63108da7fff9cfff,False,,scf_10ed63108da7fff9cfff
par_48fe1b4c9baa08ba3832,O=[PH](Oc1ccccc1)c1ccccc1,scf_3e8c577f483275729d56,False,,scf_3e8c577f483275729d56
par_4905267d87fb19bd5ae9,,,True,acy_e73fbcfae0e9aa37a139,acy_e73fbcfae0e9aa37a139
par_4910a6d9c54422629f50,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4917266a200dbe97e240,,,True,acy_ac5cd3a2079812687922,acy_ac5cd3a2079812687922
par_4917920d5afe2dc0803b,c1ccoc1,scf_39d2b6272e06abeff644,False,,scf_39d2b6272e06abeff644
par_4919b6cd5b692137dfd9,N=C(c1ccccc1)c1ccccc1,scf_10363538cc7368297f8c,False,,scf_10363538cc7368297f8c
par_49326b1836851cc54922,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_49399923858886598bd3,,,True,acy_57f510a8f4ce43675fa8,acy_57f510a8f4ce43675fa8
par_4940da8ffc00bca46685,C(=C/c1ccccc1)\c1ccccc1,scf_76fcb4d76b7334a113f3,False,,scf_76fcb4d76b7334a113f3
par_494b711fad01a95b6832,c1coc(CNc2ncnc3nc[nH]c23)c1,scf_494b711fad01a95b6832,False,,scf_494b711fad01a95b6832
par_495248331fb308b0f19c,C1CCC(CCCC2CCCCC2)CC1,scf_608838e3332d48445e0b,False,,scf_608838e3332d48445e0b
par_4953cf47711f0d653b03,,,True,acy_526790d2649ff7c74644,acy_526790d2649ff7c74644
par_495e02b48112fd921a8d,O=C1c2ccccc2C(=O)c2ccccc21,scf_f0c6b09cfc7aa95a3893,False,,scf_f0c6b09cfc7aa95a3893
par_495f7f849134b153074e,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_495fad66f5d4eea2df76,,,True,acy_b7122896e0b6f3b381f5,acy_b7122896e0b6f3b381f5
par_496444f007eb76155f49,,,True,acy_1f5bb014e913f3f268f5,acy_1f5bb014e913f3f268f5
par_49704eede6dd5033e50a,,,True,acy_d1e95ee0450b739e8186,acy_d1e95ee0450b739e8186
par_4976275c1ba8e4ac07b8,,,True,acy_1261f03da8fc89890c4f,acy_1261f03da8fc89890c4f
par_497a795fb7facdd14a9c,O=C(NCc1ccc(Oc2ccccc2)cc1)c1ccn[nH]1,scf_e80a658e936a5dacbbac,False,,scf_e80a658e936a5dacbbac
par_49815a0f992a277c4fa0,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4987b7b12f25e233e39c,,,True,acy_b84891e289fc3b69dd46,acy_b84891e289fc3b69dd46
par_499c133053a1d9b7c163,,,True,acy_dbdae54709b60499859f,acy_dbdae54709b60499859f
par_499ef2fb7a3597bd6ba0,c1ccc(Oc2ccnc3ccccc23)cc1,scf_3250009f40c630e11d28,False,,scf_3250009f40c630e11d28
par_49a2b8d07d355d5ceefa,C1CO1.c1ccc(Cc2ccccc2)cc1,scf_4a42e658959923501a5f,False,,scf_4a42e658959923501a5f
par_49adbad608b41dce6cbf,,,True,acy_0d167ddda31ef4a958aa,acy_0d167ddda31ef4a958aa
par_49b98aa4a92c9f99571f,,,True,acy_6e5523b6dc5e42cc9678,acy_6e5523b6dc5e42cc9678
par_49e493e3664cb4414d0a,C(=C\c1ccc(N=Nc2ccccc2)cc1)\c1ccc(N=Nc2ccccc2)cc1,scf_4e2495aa60adcc10b932,False,,scf_4e2495aa60adcc10b932
par_49e9e5ab9032974c01a8,,,True,acy_2eaaad135c4f9a610670,acy_2eaaad135c4f9a610670
par_49ea47dde517f105e71b,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_49f447a71df60ad25bd3,,,True,acy_d3ed1353442f2be40c38,acy_d3ed1353442f2be40c38
par_49f4991950e5b06958d1,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_49fd924b6c4d2c81b4c3,,,True,acy_f3e35b6510489197e52a,acy_f3e35b6510489197e52a
par_4a07b67874adbb7e2e1a,O=C1CN=C(c2ccccc2)c2ccccc2N1,scf_82a902031424450a63f4,False,,scf_82a902031424450a63f4
par_4a080a2a20baa1b8e12f,,,True,acy_f5f60c5f56eda51fe878,acy_f5f60c5f56eda51fe878
par_4a0843a73860f9b9a39b,c1ccc(-c2c3ccccc3[o+]c3ccccc23)cc1,scf_8726174983f905ad4336,False,,scf_8726174983f905ad4336
par_4a0bc8c6171c4f6c65d1,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4a103b7262d61e5334a1,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4a15cf6ecf7aadf56e87,c1ccc(Nc2cc(Nc3ccccc3)c3ccccc3c2)cc1,scf_b7f7b88c3c04682e74bc,False,,scf_b7f7b88c3c04682e74bc
par_4a1aa59565fbaf82aaa6,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,scf_e98f273348e4afe20749,False,,scf_e98f273348e4afe20749
par_4a1b4824ef2487560cbd,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4a21d74d08df9dce1635,,,True,acy_1c719291d94255bbb211,acy_1c719291d94255bbb211
par_4a2d48a72b089388f4d7,C1=CC2CCC1C2,scf_4803c0f3b9aad24aab1b,False,,scf_4803c0f3b9aad24aab1b
par_4a3511749b63fe750364,,,True,acy_036784ce9cb2fba0f379,acy_036784ce9cb2fba0f379
par_4a47cdb379969ae9c05b,O=c1ccs[nH]1,scf_e9594c1d6bf486c43ac1,False,,scf_e9594c1d6bf486c43ac1
par_4a565857a14ec1813fd9,,,True,acy_f38ed1399507bb4135a4,acy_f38ed1399507bb4135a4
par_4a5b4eb27d2e840289b0,c1ccoc1,scf_39d2b6272e06abeff644,False,,scf_39d2b6272e06abeff644
par_4a77cd6b6ca7d8d1b63a,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4a7c49cc181db93d2a19,,,True,acy_dbdae54709b60499859f,acy_dbdae54709b60499859f
par_4a89c192080f64c85854,O=C1C=CC(=Nc2ccccc2)C=C1,scf_f06b161ea85d7067a02c,False,,scf_f06b161ea85d7067a02c
par_4a93dfd8c328d7318b87,,,True,acy_561eb8ca0dc4f0b5297b,acy_561eb8ca0dc4f0b5297b
par_4a98e8e386d1680f67d9,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4a9d5caebf5736357569,C1=CC2C3CCC(C3)C2C1,scf_8de56061df0ce7a1728b,False,,scf_8de56061df0ce7a1728b
par_4a9e17f2c06ce7c52efc,O=C1C(N=Nc2cccc(S(=O)(=O)Nc3ccccc3)c2)C=NN1c1ccccc1,scf_d6360a734a110c185551,False,,scf_d6360a734a110c185551
par_4ab9ba55e9a0cb8b2141,,,True,acy_448979f6bf624b1099e6,acy_448979f6bf624b1099e6
par_4abbd42a7d395ceb1f28,,,True,acy_a5d1b1d4caf5d77ab7ef,acy_a5d1b1d4caf5d77ab7ef
par_4ac2ff8f66392b135363,c1ccc2nc3ccccc3cc2c1,scf_f08dbc8e15ee95f3c572,False,,scf_f08dbc8e15ee95f3c572
par_4adb92953676133e0c70,,,True,acy_5109a91ff2a948229f4e,acy_5109a91ff2a948229f4e
par_4aeaf391cc53785b8731,O=C1C(N=Nc2ccccc2)C=NN1c1ccccc1.O=C1C(N=Nc2ccccc2)C=NN1c1ccccc1.O=C1C(N=Nc2ccccc2)C=NN1c1ccccc1,scf_f9cdb4b50cd409898e3e,False,,scf_f9cdb4b50cd409898e3e
par_4aec01a88345dbfb7ed8,c1cc[nH+]cc1,scf_8eb2bbb7e55a790a4ea4,False,,scf_8eb2bbb7e55a790a4ea4
par_4b04f44aafaf18c3cd21,O=C1C[C@H](c2ccccc2)Sc2ccccc2N1,scf_4239c15ebec24f3e5f79,False,,scf_4239c15ebec24f3e5f79
par_4b0e944ecbd5b46707b3,C=C1CC[C@H]2C[C@@H]1C2,scf_550ab4744b4b45de219a,False,,scf_550ab4744b4b45de219a
par_4b0feffac72acdfd8e4f,,,True,acy_efef0ed3984da25a2ea8,acy_efef0ed3984da25a2ea8
par_4b10081b04a7d6abe17b,O=c1c(C2CC(c3ccc(OCc4ccccc4)cc3)Cc3ccccc32)coc2ccccc12,scf_2747ce18a35a11e383e7,False,,scf_2747ce18a35a11e383e7
par_4b3b7293be6611de7b47,O=C(CCc1ccccc1)c1ccccc1,scf_e78520db45820967a9cb,False,,scf_e78520db45820967a9cb
par_4b3b7c2e217fa5ba422e,,,True,acy_0c2bf6a84b3a33f3ad9d,acy_0c2bf6a84b3a33f3ad9d
par_4b3e27132bf461b244fa,,,True,acy_85d6d611a191f7005193,acy_85d6d611a191f7005193
par_4b64caffe64779515eb2,,,True,acy_287ed8261dfb502adc51,acy_287ed8261dfb502adc51
par_4b6b1236f1c31d28d9f9,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4b733bb4d42eba50e77f,O=C1C=C2CC[C@@H]3C(CCC4CCC[C@H]43)C2CC1,scf_fa6e20d064271a95ef38,False,,scf_fa6e20d064271a95ef38
par_4b74363dbcab777d94db,,,True,acy_f0ed4dc93a823eed4e75,acy_f0ed4dc93a823eed4e75
par_4b7458ae55a549f2cade,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,scf_b6533a219393f1129d26,False,,scf_b6533a219393f1129d26
par_4baa7e2b5943672e213e,,,True,acy_c66fd80fbe01d9de0884,acy_c66fd80fbe01d9de0884
par_4bab05f8204e1294c462,O=C(c1ccccc1)P(=O)(c1ccccc1)c1ccccc1,scf_41ed1edbcd0adeb56858,False,,scf_41ed1edbcd0adeb56858
par_4bb589697304fd897c75,,,True,acy_3795ceef2649d199e00d,acy_3795ceef2649d199e00d
par_4bb90ff12eaaa3766269,,,True,acy_8f7ae74ab695c003fcbf,acy_8f7ae74ab695c003fcbf
par_4bc1c721a0000f5d7342,C1CCCCC1,scf_a21c4f64dcc59dd2ede8,False,,scf_a21c4f64dcc59dd2ede8
par_4bcadf8f614820d0b6eb,N=C1C=Cc2ccccc2C1=[O]->[Cu][O]c1cccc(-c2ccc3N/N=C4/C=Cc5ccccc5C4=[O]->[Cu][O]c3c2)c1,scf_5ec15d6ef0af08255a65,False,,scf_5ec15d6ef0af08255a65
par_4bccfd43c669db136a32,,,True,acy_3c25ad7146223ade1147,acy_3c25ad7146223ade1147
par_4bd042ffd37ea1dbfcc8,,,True,acy_a8fe903388192a8a4407,acy_a8fe903388192a8a4407
par_4bd512fa999bc6ee17db,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4be7cb5df73e397f1e8f,c1ccc(Oc2ccc(C3(Cn4cncn4)OCCO3)cc2)cc1,scf_c1c6e0049fe488ed7922,False,,scf_c1c6e0049fe488ed7922
par_4bf124ee34eb98e2d02f,,,True,acy_4976b54c027be906dc08,acy_4976b54c027be906dc08
par_4bfd121c2146f445f3ae,,,True,acy_c289fc9d388a3dc97b56,acy_c289fc9d388a3dc97b56
par_4bfd5a473316dd4d7783,O=C1C=CC(=O)c2ccccc21,scf_647942daa51930f7d0fc,False,,scf_647942daa51930f7d0fc
par_4c08a9c41b307de48b09,O=C1CCCCC1,scf_28ed7f4abc3f360949be,False,,scf_28ed7f4abc3f360949be
par_4c125e35daf12660bdb6,,,True,acy_858b68263023f76dc0e8,acy_858b68263023f76dc0e8
par_4c4e1df1fe70ee2fa75e,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4c4eb6ac001e7906811c,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4c66f4df27a6991151a7,O=S(=O)(Nc1ccccc1)c1nc2ncccn2n1,scf_54e3c1f574978466ddbf,False,,scf_54e3c1f574978466ddbf
par_4c6f165f211db9b3dad8,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4c852b8b66b7bd3e4e75,,,True,acy_d1e95ee0450b739e8186,acy_d1e95ee0450b739e8186
par_4c873588fad59471323f,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4ca141969cea2212f67a,C(=C/c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1)\c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1,scf_6a686bf49523a6ecc23d,False,,scf_6a686bf49523a6ecc23d
par_4ca30cdc35eb80df7fd3,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4cdc9c41d1ac231b81c8,c1ccc(-n2nc3ccccc3n2)cc1,scf_b889f6cb826d30b728ad,False,,scf_b889f6cb826d30b728ad
par_4cdf2894f9e8fe670717,c1ccc(Nc2ccccc2)cc1,scf_66594b79d38dcf0e9b76,False,,scf_66594b79d38dcf0e9b76
par_4ce048c0e85bdcbd2227,O=C(NC(=O)c1ccccc1)Nc1ccccc1,scf_93d1c3930dd8f14249c4,False,,scf_93d1c3930dd8f14249c4
par_4cea03a76d1e35fa7384,O=C1C=CC=C/C1=C1\NC(=O)c2ccccc2N1,scf_31a0a6eabbd1c6abb472,False,,scf_31a0a6eabbd1c6abb472
par_4ced79828b5dd7505198,,,True,acy_c640b520c84056ddbdc1,acy_c640b520c84056ddbdc1
par_4d003214c054eb1b25f9,,,True,acy_9e54abfddf58dfa14455,acy_9e54abfddf58dfa14455
par_4d0695d779355a81423d,,,True,acy_b836c78c286fe890ddd8,acy_b836c78c286fe890ddd8
par_4d1313a339b5fe82574c,C1CCNCC1,scf_daa04a326d407f1003f7,False,,scf_daa04a326d407f1003f7
par_4d13500a4a27edbb5c15,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,scf_4d13500a4a27edbb5c15,False,,scf_4d13500a4a27edbb5c15
par_4d263332a4fdd66ea1ad,,,True,acy_1b19e4a43259d122eb1b,acy_1b19e4a43259d122eb1b
par_4d34a067d2089c19fae6,c1ccc2scnc2c1,scf_5a0630b242bf5e7865cb,False,,scf_5a0630b242bf5e7865cb
par_4d47821aef904c916827,C1CCCCC1,scf_a21c4f64dcc59dd2ede8,False,,scf_a21c4f64dcc59dd2ede8
par_4d584857157f80c2870a,,,True,acy_f6494dc714865c7d37b9,acy_f6494dc714865c7d37b9
par_4d67413f6e7d2f6766c2,O=C(CC1CCCCN1)Cn1cnc2ccccc2c1=O,scf_2d06350291c3a9c5906f,False,,scf_2d06350291c3a9c5906f
par_4d76dcd9d118718abe07,c1ccc2n[n-]nc2c1,scf_c96ce349972119aa006a,False,,scf_c96ce349972119aa006a
par_4d7d2341314ffcce49f8,,,True,acy_859ba3bd839af1d5e80c,acy_859ba3bd839af1d5e80c
par_4d818106f25641830c23,,,True,acy_e3e6fa3e33660a5e6c41,acy_e3e6fa3e33660a5e6c41
par_4d8b1bfed80ed83fbc38,,,True,acy_755c3c63f67ea53348e4,acy_755c3c63f67ea53348e4
par_4d92e2f70f22155db526,c1ccc2cc(N=Nc3ccc4cccc(Nc5ncncn5)c4c3)ccc2c1,scf_1a5eef23334f49d0f342,False,,scf_1a5eef23334f49d0f342
par_4daf6bcdef26bc02372a,O=C(CCc1ccccc1)c1ccc(N2CCOCC2)cc1,scf_76fbb11f328908b26f3d,False,,scf_76fbb11f328908b26f3d
par_4db16172990759732d46,,,True,acy_8d72129a7ac68fff2863,acy_8d72129a7ac68fff2863
par_4dc27a8fe792acdfd208,c1ccccc1.c1ccccc1,scf_41f17138a91b62ee11b2,False,,scf_41f17138a91b62ee11b2
par_4dc74a450466dd038c0d,c1ccc(Cc2ccccc2)cc1,scf_05784e2ddd36e41751a8,False,,scf_05784e2ddd36e41751a8
par_4dcf812caa5e57d1b0fa,,,True,acy_8c4c3659052797ead5cb,acy_8c4c3659052797ead5cb
par_4dd2e08787288463df81,O=S(=O)(Nc1ccccc1)c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,scf_6386b9fb01862b9b65ed,False,,scf_6386b9fb01862b9b65ed
par_4dee58b423cf549cb3e9,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4dff552d7470812f72b8,,,True,acy_13087c12da1e47e61dbf,acy_13087c12da1e47e61dbf
par_4e12c2773ddda5ad6f6e,c1ccncc1,scf_75c7a4b0b41e43900bfb,False,,scf_75c7a4b0b41e43900bfb
par_4e1479020882ce00cdd1,,,True,acy_33612dfd571caa8b2f35,acy_33612dfd571caa8b2f35
par_4e2a5ac8cf3940998444,,,True,acy_cf05029c5707b4559603,acy_cf05029c5707b4559603
par_4e2ac7ec6b476b74b39e,,,True,acy_07f903afeb5ab478666b,acy_07f903afeb5ab478666b
par_4e31781bd742afaac008,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4e37c188206277d1979e,,,True,acy_f68817ffdf0c0dd9ebb3,acy_f68817ffdf0c0dd9ebb3
par_4e384016191e4dce0392,N=C1SCCN1Cc1cccnc1,scf_93c6c1d897f831dd6f4a,False,,scf_93c6c1d897f831dd6f4a
par_4e388629c518cdad8a9a,,,True,acy_41bb5be56e8472b2bcff,acy_41bb5be56e8472b2bcff
par_4e389151510fe0b1ff17,O=c1[nH]c2ncccc2o1,scf_a61142be5f8223339376,False,,scf_a61142be5f8223339376
par_4e3d53f28fdc40765139,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4e4639f0100a87bdf8b3,,,True,acy_90589f7f34ad7cc7a28f,acy_90589f7f34ad7cc7a28f
par_4e4e8f26219e9a91580f,,,True,acy_6dc158e2e65eb0a253a0,acy_6dc158e2e65eb0a253a0
par_4e5223167ea853e2bfe2,O=C1c2ccccc2C(=O)c2c(Nc3cccc(S(=O)(=O)NC4CCCCC4)c3)ccc(Nc3cccc(S(=O)(=O)NC4CCCCC4)c3)c21,scf_69d141aed1a3a63d0ed0,False,,scf_69d141aed1a3a63d0ed0
par_4e668a15dbfb99cef4e5,,,True,acy_6a23975c93e6e9a928c8,acy_6a23975c93e6e9a928c8
par_4e67e73c3b9407ab3e27,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4e707c3b698dfa019186,,,True,acy_b089fe4142b7d158c6d9,acy_b089fe4142b7d158c6d9
par_4e8b8304e6ef7f137082,O=C1CCC(=O)C1,scf_39cdb27120e29ea724e9,False,,scf_39cdb27120e29ea724e9
par_4e90830f7ac05bfc68c0,C1=CC(c2ccc(C3CC=CCC3)cc2)CCC1,scf_4e90830f7ac05bfc68c0,False,,scf_4e90830f7ac05bfc68c0
par_4e98cbefd317d24cae60,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,scf_f6a64d51a6172ca6fdb8,False,,scf_f6a64d51a6172ca6fdb8
par_4e9d1187d23b73408e02,,,True,acy_502610a15d3ffef7f2cd,acy_502610a15d3ffef7f2cd
par_4eae2fc0b4b79149cd48,,,True,acy_02d3c252cb9b05c81215,acy_02d3c252cb9b05c81215
par_4ebdde181c9e7e3047c2,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_4ecfc43a63b2bd583a7b,,,True,acy_148a3e833acb74479ad6,acy_148a3e833acb74479ad6
par_4ed4dc7682af678f718b,,,True,acy_d3ed1353442f2be40c38,acy_d3ed1353442f2be40c38
